f1,f2,f3,f4,f5,x_1,x_2
5.834845206290148,2.9153205355413436,6.7477359156618135,-0.21636202893163947,0.12746484858596807,0.7774648485859681,0.5233781580447424
5.342089671542499,2.9271870277259735,7.295005430559063,-0.3419952310147121,0.0896080742103531,0.5603919257896469,0.5938603458363243
5.067100704324048,3.079467750147947,7.418524037738535,-1.5653863729119326,0.2107485884035033,0.4392514115964967,0.8425319868161769
5.698295708735308,2.8729609023201497,6.976215350133517,-0.01496992210838699,0.3254168212463923,0.7173108849054217,0.3245831787536077
6.129625974979032,3.042442135159305,5.548459119547504,-1.0182087789149314,0.25732421805243655,0.9073242180524366,0.7776326230034147
5.173992175153092,2.9011452815271204,7.378105145318766,-0.20872273939882002,0.163659834734321,0.486340165265679,0.5182571433538248
5.546719588991415,2.9317346119768013,7.1452149827241564,-0.34674311757270004,0.053888344638331476,0.6505372638728699,0.5961116553616685
6.081921040903698,2.888666409369214,5.8779767847400715,-0.04109195970226631,0.28799566593505255,0.8863088285919372,0.3620043340649475
5.321859444167037,2.9552271712990725,7.306542553334216,-0.5196555276317056,0.09852006864888263,0.5514799313511174,0.6642291338030788
5.639247543177234,2.9187578208444833,7.050070971214138,-0.26014792986155655,0.09935478254844432,0.6912984771705877,0.5506452174515557
4.995147184211826,2.9931772683396267,7.441518462138441,-0.8238258245061321,0.24244617435602406,0.40755382564397596,0.7428531924553083
4.832166084233805,2.941751888081095,7.483484797603627,-0.4831637303735177,0.3142440157560331,0.3357559842439669,0.6517628498161259
6.005424326286271,3.2866564393046476,6.254381352925075,-4.416844809991441,0.3047023769614846,0.8526098353684013,0.9547023769614846
5.43405370649022,2.9030695634323407,7.235947552222782,-0.19464974412463998,0.1414933246310487,0.6009047165155154,0.5085066753689513
5.230305505758376,2.990208369664157,7.353265265769325,-0.7734698735139014,0.1388522001064424,0.5111477998935576,0.7322550586651893
5.20397684219969,2.936046230290312,7.365214998309241,-0.4101970363492218,0.15045073030850675,0.49954926969149327,0.623995864559128
5.5605539666761565,2.956384896103912,7.1323398742583946,-0.49870005048298727,0.0071756072188279285,0.6566317033815665,0.657175607218828
5.430267497694717,3.1394711641073503,7.238615187541148,-2.165340329146496,0.234778758828052,0.5992367831254258,0.884778758828052
4.923451403331898,3.350093865272048,7.461565432820647,-6.917545187865183,0.3339383236751773,0.37596978120347896,0.9839383236751773
4.885985584483849,2.909901305228729,7.471020861286211,-0.28385120139534403,0.2905349848088775,0.3594650151911225,0.5640952960458347
5.86006118092934,3.138719479810786,6.693399514775423,-2.047386634235625,0.227944173863882,0.7885732074578587,0.877944173863882
5.696579431405699,2.8747719688157796,6.978535270494083,-0.023627557137798516,0.31233028427509746,0.7165548155972238,0.33766971572490256
5.782175382139482,3.0403593863453544,6.847467292976903,-1.084180470826833,0.13763833431226258,0.754262282880829,0.7876383343122626
5.458138297088137,2.896838456532406,7.218448868137993,-0.15861629120904608,0.16854712366448965,0.611514668320765,0.48145287633551037
5.3153895233675605,3.1258839556027582,7.310132903584878,-2.0260786357389824,0.22664595563471035,0.548629745976899,0.8766459556347104
6.265390657903832,2.983580538099414,3.6191313361716855,-0.5400430693333051,0.3171324484157848,0.9671324484157848,0.6708340895640716
4.804764117532621,2.9951729501710997,7.489354815390634,-0.8610054029118726,0.326315366725718,0.32368463327428204,0.7502124349752529
4.814270913233788,2.924035281911543,7.487353340958732,-0.3740544082898418,0.32212735099833173,0.3278726490016683,0.6085960647350204
5.118244198140731,2.8662645156688904,7.400198221019546,-0.03332886541456126,0.2984993598982896,0.4617815850840222,0.35150064010171045
5.266701878156992,2.890752107048005,7.3357016051924715,-0.1442576734985992,0.18027913428121456,0.5271814441220228,0.46972086571878546
5.659527031041501,2.991089668568073,7.026025159350774,-0.7221787077317712,0.07063272603181325,0.7002321722649781,0.7206327260318133
6.059235483583964,2.9399581473274674,6.005521833068332,-0.3212818808789746,0.2263151910061515,0.8763151910061515,0.5837382552345762
5.9731762561504755,2.904251907227201,6.375750728184201,-0.136894428840161,0.18840363707069374,0.8384036370706938,0.4634671801610277
4.874401261253515,3.0903110741414075,7.473812120400979,-1.7081269497185363,0.2956382109015355,0.3543617890984645,0.8545156700242484
5.22875185431396,3.1993189263856174,7.3539875057055735,-3.0585854995377684,0.2725562165111385,0.5104633719444756,0.9225562165111385
5.864028943453271,3.022863369010848,6.684406099157769,-0.9261743856072653,0.14032112046399592,0.7903211204639959,0.7622553869309945
4.977902958629899,2.8715357730409394,7.446587211847539,-0.06979921849735127,0.25278539297386665,0.39995725049775294,0.39721460702613337
5.749510663880388,3.249400626038246,6.901458010299703,-3.7705959575575294,0.29184167347137213,0.7398725391543557,0.9418416734713722
6.279948728440104,3.3127267502949165,3.2173405830013495,-4.77099752934591,0.32354569534806343,0.9735456953480635,0.9604633749564748
6.236598243234738,3.018211817930217,4.244138497624784,-0.7933469136396969,0.3044485653016463,0.9544485653016463,0.736529513119633
5.532379658929866,2.939373516454765,7.158117674155304,-0.3947642930044317,0.03243247342739386,0.6442201140660199,0.6175675265726062
4.944607493685577,2.8910923623148603,7.455925787168774,-0.17378045454151825,0.2647103552045916,0.38528964479540845,0.4932293839980346
5.765884211011434,2.915125649356967,6.875070197783251,-0.2242853901368136,0.1214315757701746,0.7470855555116449,0.5285684242298254
4.899720150157819,3.0993464593999356,7.467631571348964,-1.8011426160531765,0.28448451534897856,0.36551548465102146,0.8615786966010552
5.740327475010404,2.9176654475136283,6.915698677408293,-0.2417364154900885,0.11041132548023591,0.7358270815023804,0.5395886745197641
5.347403683439933,2.8818162346789,7.291894592486572,-0.09088438142937783,0.22990035553774302,0.5627329001938031,0.420099644462257
4.782568071672207,2.967681907106573,7.493886266130821,-0.6622158541149055,0.33609336049682514,0.3139066395031749,0.7058447811030887
6.252612518373624,2.8887257875197196,3.920264779739287,-0.007464551253457241,0.33740508457675955,0.961503312058865,0.31259491542324047
5.979126626882878,3.126808354519537,6.354649600927392,-1.8731322419964216,0.21669049920896633,0.8410249457633823,0.8666904992089663
5.486938938412188,2.9032787365788555,7.196252504659226,-0.19046203715969257,0.1444778457663055,0.6242021755119771,0.5055221542336945
6.29821855233529,2.9301291565870438,2.596156678902555,-0.20512694896365513,0.33159407591862966,0.9815940759186297,0.5158056317115792
5.711000866381449,2.9693902309456437,6.958687466887739,-0.5640037734036747,0.07290787065262017,0.7229078706526202,0.6782921935495476
5.286219140266074,2.92157592581916,7.325750149492375,-0.3144606728364696,0.11422064305459301,0.535779356945407,0.5802931960250816
5.648693433899903,3.415362057949624,7.0390318132386875,-9.370321010957461,0.348533766883217,0.6954596625109705,0.998533766883217
6.165105596990448,2.916459692426973,5.228759561287755,-0.16684306687371553,0.2729540074847786,0.9229540074847786,0.48791636624420387
5.593638741994343,3.3164496188890586,7.09972609804661,-5.428912089089602,0.31940171037628706,0.6712064942706354,0.9694017103762871
5.055116619358741,3.0028334513952015,7.422570685396831,-0.8903244255810618,0.2160279209873388,0.4339720790126612,0.7557592642069773
5.415716090550145,2.8843113866817145,7.24866564568147,-0.09737642773513455,0.22327703406383143,0.5928264716079931,0.4267229659361686
5.818135705763337,2.8789859984154336,6.781256326189746,-0.03057543469931001,0.3023416382376539,0.7701038351380338,0.3476583617623461
4.843824285388723,3.025712139553565,7.480892132243331,-1.1016993849154937,0.30910824432214873,0.3408917556778513,0.7901675174472963
5.270466760290045,2.8740074474497423,7.3338118874256235,-0.058597381943057414,0.26590688541847024,0.5288399825066278,0.3840931145815298
5.474263950472214,2.875909517916038,7.206198527090802,-0.050235685876828695,0.27619965355003934,0.6186184803842353,0.3738003464499607
5.80224512094259,3.2658201066742443,6.811461771839662,-4.0784563400587075,0.298401524815345,0.763103577507749,0.948401524815345
6.02374669732902,2.9881617220582037,6.17694183783647,-0.6372635528264792,0.21068136446212338,0.8606813644621234,0.6992653818613093
6.176892107432441,3.4142099975180287,5.103383193508051,-8.516234594348944,0.34433090014632384,0.9281463028336745,0.9943309001463239
5.622706337244452,3.165281120876264,7.068755989074031,-2.4506503222898437,0.2491822689497113,0.6840116023103311,0.8991822689497113
6.104451210276304,3.198436411531002,5.734101592395419,-2.740707580181915,0.2613671869955666,0.8962340133375788,0.9113671869955666
5.879435285883401,2.8857824356619464,6.648251824775425,-0.056058099106911286,0.26898538161364627,0.797108055455243,0.38101461838635375
5.953207790424727,2.9557893613266635,6.442741908522197,-0.43740056223573154,0.17960695613424094,0.829606956134241,0.6348308057186534
6.3317396920014914,3.1328905605236326,0.910321889089718,-1.7729324641361117,0.3463610977980137,0.9963610977980137,0.8594934383603798
